Samples,Classe,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,38,39,40,41,42,43,46,47,48,49,50,51,52,53,54,55,57,58,59,60,62,63,64,66,67,68,70,71,72,73,74,75,76,77,78,79,82,83,85,86,87,89,90,91,92,93,95,97,98,100,101,102,103
LA_125.norm,Control,356226.1879,0,0,7133223.382,15336170,0,48756.0317,190655.4204,0,279958.8235,138618.2353,0,0,54422.94118,0,197082.7941,57335.14706,0,91280.1,0,0,18062.94118,52292.64706,0,0,0,21637.59086,0,0,47912.35294,0,0,208317.2059,0,0,0,0,209678.6765,0,0,0,65124.28555,0,0,0,0,55260,0,22742.85853,0,0,16087.05882,13460.29412,0,0,7818.088235,0,23862.2228,532330.8824,0,155830.4412,0,0,0,65290.29412,0,0,29295,14056.47059,0,12842.35294,44983.52941,14192.64706,0,23519.11765,0,0,0,0,91656.76471,0,0,0,0,0,0
LA_170.norm,Laminitis,772265.8351,15829289.23,0,12192672.62,6971869.231,0,0,157078.4013,0,0,157953.5385,0,0,60809.07692,40603.00394,262890.7692,66722.76923,0,115396.9231,0,0,31048.30769,69113.53846,0,0,0,52668.61538,0,0,36437.80601,45369.9486,0,287067.1295,0,0,0,13000.15385,110231.0857,0,0,52441.07692,53654.46154,0,0,0,0,68700.61538,20256.14232,26048.30769,0,0,32358.46154,56318.50356,0,0,0,0,847404.6154,168119.2308,0,214401.8462,0,0,0,0,0,0,25342.70404,0,0,0,8622.153846,0,2408.769231,14660.61538,3132.307692,6579.384615,0,0,60493.38868,0,0,0,0,0,7888.307692
LA_209.norm,Control,385870.4684,0,0,110586.75,14318930.85,0,76116.21176,83731.57458,0,291728.55,0,0,0,83943.3,0,92387.1,0,0,174913.5,0,0,37917.6,55561.05,0,0,11673.51654,0,0,0,0,0,51571.65,0,0,0,0,0,153438.7778,0,0,0,44238.9,0,0,0,0,41121.84773,8836.164697,0,0,0,0,51780.3,0,0,0,0,313033.1134,177959.1,20596.78263,108279.6673,0,0,0,0,0,0,18542.4,0,0,0,9690.3,0,0,12162.6,0,0,0,10746.50794,37188.6,0,7689.3,0,0,0,19067.4
LA_196.norm,Laminitis,238249.9857,0,0,17787795.58,59055.58252,0,192646.7848,182658.3816,166839.7072,235635.7282,227546.6505,0,0,0,231904.8058,0,0,82349.70874,89489.69913,0,0,60503.8835,30625.88778,0,0,0,0,0,0,37806.15685,0,0,173238.6408,0,0,0,0,89710.70459,0,0,0,32983.1068,0,0,0,0,85780.7767,27592.3831,0,0,0,0,35183.64118,0,0,4824.61165,0,224639.7097,759313.9272,0,95711.55969,13293.69016,0,0,52077.4008,8606.376684,0,45287.76699,19202.3301,0,0,60385.63107,20656.80064,0,31638.64078,0,0,0,0,191946.4078,8138.446602,0,14029.2135,6292.427184,95885.82524,19065.72816
LA_159.norm,Control,744972.2833,0,0,0,0,0,67185.48585,273862.1292,0,0,149656.9228,0,0,247213.2258,0,202647.0968,0,0,379156.3904,146662.5806,0,0,0,67860.64516,0,0,0,0,0,0,61740.6062,0,0,0,0,0,0,156942.0079,0,0,0,27819.67742,0,28327.09677,161285.1613,62085.15758,0,0,0,0,0,0,0,0,0,13850.32258,0,141695.4839,1804808.606,0,0,0,204503.2687,0,59531.83502,0,49103.87097,0,0,0,0,85574.19355,0,0,0,39369.03226,0,0,0,80556.12903,45159.78164,0,0,0,0,0
LA_112.norm,Laminitis,326886.8033,14368643.17,0,10324550.79,6770499.208,0,0.805690405,231444.3583,231485.198,0,102236.0089,0,0,284833.0693,0,0,0,0,392538.2673,0,14137.72277,0,101229.6358,0,30947.52475,0,0,107630.198,0,119944.1682,0,0,0,13465.05764,28993.9604,13430.49505,0,287708.2952,20810.49505,51072.62376,0,32453.16832,0,0,0,0,84536.05679,0,0,0,21107.82178,0,0,17485.09901,0,0,0,0,134280.5941,32287.99119,84089.55446,0,0,51023.56658,0,0,0,9768.521336,0,0,33128.31683,13563.26733,0,0,0,0,11852.9703,9777.879846,0,29747.52475,0,0,0,6494.78232,11355.14851,0
LA_193.norm,Laminitis,393574.8874,0,0,8978987.288,7822386.61,516893.4436,115318.5503,251930.0962,245670,360166.9492,167340.339,0,0,136640.5085,0,159090.5085,0,0,144808.4162,0,0,0,308175.0847,0,0,0,11392.54237,0,100450.8475,206056.781,0,0,230751.1864,0,0,32480,52264.3281,266339.1837,0,0,0,198981.3559,0,0,0,0,0,0,27794.23729,0,59698.64407,0,155024.7458,21094.23729,0,165166.4407,11737.11864,392448.4746,553110.8171,0,81621.06772,0,0,0,0,0,109354.9153,48945.76271,0,0,0,38363.55932,0,0,47971.86441,0,0,0,0,65839.32203,0,0,0,0,22664.40678,0
LA_077.norm,Control,216682.7085,19157819.77,12902878.74,16423116.24,231162.7723,1203987.078,127812.7425,261656.4356,0,444766.7822,150058.5149,0,0,108709.604,0,271396.9307,93746.73267,18748.21782,203098.5149,0,0,41508.71287,97311.45938,0,0,0,37759.63947,0,69069.05941,73332.8261,65469.33014,0,597427.2772,0,0,0,0,232421.8812,0,15347.52475,31817.07921,51412.72277,0,0,0,0,70732.32037,16675.54455,29963.76238,8394.950495,0,14932.27723,27667.93409,15482.37624,26945.34653,0,0,288740.7921,4915652.311,0,435183.4665,0,118080.1655,0,257247.6205,34486.1319,0,106277.2277,13679.70297,0,0,122375.0495,11172.47525,0,14840.19802,0,0,0,0,113329.604,0,0,14867.76804,0,0,10369.90099
LA_001.norm,Control,439027.2632,0,0,11768672.53,0,0,44164.91291,170950.1298,0,0,108174.901,86552.52632,0,110857.4211,0,72735.31579,0,0,235536.6316,70831.2543,0,34922.84211,59922.10162,0,0,0,0,0,0,67691.36842,53116.96451,0,0,0,0,0,0,152456.1307,0,21309.78947,0,30280.26316,17246.84211,0,119158.1053,0,78309.08784,0,8652.947368,0,0,8768.526316,44267.84211,17914.10526,20397.47368,8545.105263,0,451650.9474,5181523.163,0,0,0,182514.8368,0,229572.7895,16808.57342,0,107248.1053,0,0,0,52043.36842,0,0,0,0,0,0,0,48466.73684,0,0,0,0,0,0
LA_168.norm,Laminitis,1338721.953,0,0,104427.8873,0,0,0,403801.5971,0,350361.9474,0,0,130993.5211,1634136.338,0,181798.7324,0,0,1781842.817,519649.0141,73238.87324,0,213668.3894,507000.8451,98592.67606,640792.712,0,382775.631,0,183511.9463,0,167674.6704,0,222065.3701,293350.699,51703.94366,72501.9902,319959.9364,77284.29439,213979.4366,0,0,60400.14085,0,268746.4815,89700.538,0,0,24621.12676,43532.11268,0,0,0,0,0,0,119509.0141,87394.54311,385258.6433,166153.0986,0,0,67479.59186,736651.3204,0,0,213094.6479,0,0,263086.8935,116302.8169,31436.61972,0,0,0,0,0,0,0,27464.78873,20318.87324,0,0,0,0,0
LA_183.norm,Control,15398.60716,0,9731747.328,153551.1735,102332.7551,0,173022.8504,198678.1468,0,0,1168241.786,0,0,98073.67347,121907.7551,189223.8461,0,106700.8163,113264.0816,0,0,88462.04082,128088.6735,56387.14286,0,0,0,18957.55102,82850.81633,87079.58211,0,0,0,0,0,0,80269.59184,122585.5102,0,0,0,198265.7143,0,0,0,0,96305.15362,11632.49144,20166.28795,0,15542.7551,0,70083.36735,0,0,0,0,32063.87755,224245.6634,0,0,91062.377,0,0,0,0,133058.3376,0,0,67393.62245,0,19722.67939,0,0,27616.83673,22187.44898,0,0,17828.57092,192102.8571,23315.5102,9904.897959,19655.20408,0,48137.78261,0
LA_174.norm,Control,272721.6496,0,0,134028.4848,38953.48485,310012.5719,0,175913.9444,0,493130.1515,209751.5598,32183.64328,0,112911.2121,0,106613.4689,0,0,85947.36387,0,0,0,160965.4699,0,0,0,0,0,111962.7273,137778.5872,0,157051.5254,754963.8028,0,0,0,71378.33333,331608.3439,0,0,0,52839.12038,0,0,0,0,91413.63636,19912.57545,35931.81818,0,0,25259.39394,50451.81818,0,67975.78403,0,0,799042.4242,6563502.709,0,280093.8355,15218.62883,150440.6705,0,69273.31137,46205.05833,0,141155.1515,0,70178.48485,0,0,0,0,46959.97925,94598.93939,0,0,91398.63636,498560,0,0,0,10930.90909,13059.39394,0
