Samples,Classe,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,28,29,30,31,32,33,34,35,38,39,40,41,42,43,46,47,48,49,50,51,52,53,54,55,57,58,59,60,62,63,64,66,67,68,70,71,72,73,74,75,76,77,78,79,82,83,85,86,87,89,90,91,92,93,95,97,98,100,101,102,103
QC_blank1,QC_Blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC_blank2,QC_Blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3624.75,0,0,0,0,3791.1,0,0,0,0,4347.9,0,0,0,0,0,0,0,0,0
QC_blank3,QC_Blank,0,0,85827.59607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2945.7,0,0,0,4931.7,0,0,0,0,0,0,0,0
QC_blank4,QC_Blank,0,0,0,0,0,0,0,16841.97989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4110.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QC_blank5,QC_Blank,0,0,1.32E+07,0,0,0,0,20401.9926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9449.4,96803.4,0,0,0,0,0,0,0,0,0,0,0,0,17902.05,0,0,0,0,0,0,0,16118.47126,0,0,0,0,0,0
LA_108.norm,Laminitis,3728756.537,0,0,0,0,0,0,229074.2817,0,0,0,0,0,0,0,235702.5,0,0,315727.7933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109728,0,23114.31818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56642.72727,379805.4545,0,0,0,0,0,0,0,16075.90909,0,14074.09091,0,0,20243.18182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA_189.norm,Laminitis,953924.3478,0,0,14033011.3,0,0,0,251172.9693,0,0,147136.9565,132784.5652,0,0,0,289100.5435,0,0,121116.726,0,0,0,43717.48519,0,0,0,78012.3913,0,0,53301.22973,0,0,0,0,0,0,0,350964.1304,0,0,0,68222.6087,0,0,0,0,46892.46222,29939.22008,95264.34783,0,0,68409.13043,0,0,0,9570.652174,0,47355,84114.78261,0,0,0,0,0,0,0,48050.21739,0,0,0,21185.21739,0,0,9519.130435,0,0,42848.47826,0,0,36426.5153,21380.19396,0,0,21502.82609,0,0
LA_040.norm,Laminitis,341580.3033,0,0,0,0,0,39480.2318,168976.0737,0,155603.9394,64486.96657,0,45537.18847,105488.3291,0,117873.4848,26680.90909,0,218875.1515,0,0,0,46676.9697,28123.0303,0,0,0,0,0,34818.62756,30178.78358,0,0,0,0,0,0,150762.13,0,18343.18182,0,16012.33896,0,17818.48485,0,0,33994.78318,0,0,0,0,0,16459.66045,0,0,0,0,52472.27273,78386.66667,0,48992.87879,0,0,0,0,0,25173.87361,0,17990.90909,0,0,7476.363636,0,0,0,0,0,0,0,23197.27273,0,0,0,0,0,0
LA_062.norm,Laminitis,605049.8797,0,0,14613066.89,377644.4444,0,28114.27544,116535.1203,0,148721.5556,96498.38328,0,0,0,0,186007.5556,48064.44444,0,94715.55556,0,0,0,0,0,0,0,0,0,18847.55556,0,0,0,1761457.556,0,0,0,0,41250.51002,0,0,191521.7778,24439.33333,0,0,0,0,40789.77778,29210.2663,53296.96741,0,0,79398.21565,0,0,0,0,0,89958.88889,457812.8889,188952.6667,0,0,0,0,0,0,0,51417.55556,0,0,24704.44444,0,0,0,0,0,0,0,0,31079.55556,0,0,0,0,0,0
LA_115.norm,Laminitis,768360.4523,0,0,0,0,0,0,359862.3747,0,636443.0653,215025.3599,134538.392,0,187208.4422,0,378973.8693,0,40738.0402,373196.6834,0,0,54242.41206,0,0,0,30432.68588,0,38034.27136,22441.50754,73993.11558,0,89262.21106,0,0,0,0,0,118599.3467,0,0,0,0,0,0,0,0,74681.60804,8130.131198,0,0,0,0,0,0,0,0,0,0,123112.2882,0,48341.15578,0,0,0,39911.30653,0,0,6234.925319,0,0,0,0,0,0,0,0,0,0,0,0,9375.979899,0,0,0,0,0
LA_167.norm,Control,575700.567,0,0,9338093.212,0,0,53987.91768,148782.3094,0,0,144737.6961,0,0,141324.5255,0,160831.0949,0,0,237466.7423,0,0,0,36911.80644,32201.60584,0,0,0,0,0,35466.64579,43677.54346,0,0,0,0,0,0,134019.6234,0,23210.80292,0,28946.93431,12190.51095,0,0,0,37508.56178,0,0,0,0,0,30760.94891,0,0,0,0,138925.8394,36224.45255,0,0,0,0,0,0,0,13302.26277,0,0,0,0,0,0,0,0,0,11496.35036,0,0,31806.56934,0,9420.437956,0,0,0,0
LA_191.norm,Control,980591.7729,0,0,0,0,0,0,303703.8514,0,0,0,0,191197.1429,707295.7143,0,178262.8571,0,0,942056.1905,311017.1429,32919.04762,0,158268.5714,0,113442.8571,0,0,178160.9524,0,100826.9707,0,0,0,48951.42857,91158.09524,0,41237.14286,189009.2132,37131.13191,85190.47619,0,0,0,39430.85221,255535.2381,68316.73993,0,0,0,0,0,0,0,0,0,0,54072.38095,205845.1082,577161.4048,0,385219.3621,0,123003.3562,142164.7619,0,0,75027.61905,0,0,163887.1429,0,0,0,0,0,0,0,0,0,40783.80952,0,0,0,0,0,0
LA_024.norm,Control,364304.057,0,0,9903391.95,0,0,0,152885.7008,0,237162.45,109740.45,0,0,108047.1,0,136190.3123,0,0,186244.2,0,0,36312.3,57834.15,0,7618.8,0,0,24520.8,0,41429.05291,0,0,0,0,0,0,0,159691.2,0,18615.3,0,30537.45,0,0,0,0,35289.4156,7032.584156,0,7285.8,0,0,22733.1,0,0,10975.65,0,91035.578,106941,22011.38112,131350.5,0,0,0,0,0,0,0,11994.3,0,0,0,0,0,0,0,0,1.06E-08,9725.98648,63910.2,0,9237.9,0,0,0,0
